Type,Datetime,Maxpower,Minpower,power_variance
大工业用电,2021-04-10,121210.1892,99076.3956,22133.79359999999
大工业用电,2021-04-11,109779.4932,90056.2032,19723.289999999994
大工业用电,2021-04-12,129779.9172,101531.6868,28248.2304
大工业用电,2021-04-13,127515.2706,104360.8872,23154.383400000006
大工业用电,2021-04-14,128927.7132,104589.0648,24338.648400000005
大工业用电,2021-04-15,123835.4814,98825.6838,25009.797600000005
大工业用电,2021-04-16,116926.6734,97899.4014,19027.271999999997
大工业用电,2021-04-17,118483.4346,95002.6404,23480.79419999999
大工业用电,2021-04-18,112368.3402,432.324,111936.01620000001
大工业用电,2021-04-19,121093.8936,98231.793,22862.10059999999
大工业用电,2021-04-20,118308.1566,97183.2558,21124.900800000003
大工业用电,2021-04-21,122291.1672,98228.8068,24062.36039999999
大工业用电,2021-04-22,127732.6854,100679.4432,27053.242200000008
大工业用电,2021-04-23,123283.6908,96608.9994,26674.691399999996
大工业用电,2021-04-24,114905.5038,94850.5686,20054.935200000007
大工业用电,2021-04-25,115374.8826,88270.4064,27104.47619999999
大工业用电,2021-04-26,109851.087,1561.1760000000004,108289.911
大工业用电,2021-04-27,119590.6188,4442.4528,115148.166
大工业用电,2021-04-28,118584.2226,17142.9708,101441.2518
大工业用电,2021-04-29,116254.2648,29203.6476,87050.61720000001
大工业用电,2021-04-30,110413.8108,27926.7648,82487.046
大工业用电,2021-05-01,92450.823,11440.8978,81009.9252
大工业用电,2021-05-02,68993.3184,15918.2112,53075.107200000006
大工业用电,2021-05-03,97528.275,8274.282,89253.99299999999
大工业用电,2021-05-04,124583.331,85609.5324,38973.79860000001
大工业用电,2021-05-05,123131.3634,98222.9658,24908.397599999997
大工业用电,2021-05-06,127958.9508,98389.7952,29569.155600000013
大工业用电,2021-05-07,126735.0264,101402.0046,25333.021800000002
大工业用电,2021-05-08,130440.8994,102623.4258,27817.473599999998
大工业用电,2021-05-09,121969.5594,96691.308,25278.251399999994
大工业用电,2021-05-10,125316.7644,98922.2502,26394.514200000005
大工业用电,2021-05-11,121843.971,97243.2804,24600.6906
大工业用电,2021-05-12,123086.1126,99190.5072,23895.6054
大工业用电,2021-05-13,126098.5896,74190.561,51908.028600000005
大工业用电,2021-05-14,120042.3006,100004.1468,20038.1538
大工业用电,2021-05-15,115412.0892,93681.4638,21730.625400000004
大工业用电,2021-05-16,118839.0882,88800.2376,30038.850600000005
大工业用电,2021-05-17,123662.7618,93939.6222,29723.139599999995
大工业用电,2021-05-18,126960.9444,102437.6808,24523.26359999999
大工业用电,2021-05-19,118667.163,95157.2682,23509.894799999995
大工业用电,2021-05-20,118765.7802,20733.0624,98032.7178
大工业用电,2021-05-21,117219.0912,86888.034,30331.057199999996
大工业用电,2021-05-22,111365.5338,84675.0582,26690.475600000005
大工业用电,2021-05-23,111925.4124,76097.628,35827.784400000004
大工业用电,2021-05-24,114890.0994,29429.1258,85460.9736
大工业用电,2021-05-25,117976.0056,83149.656,34826.3496
大工业用电,2021-05-26,115523.2512,76645.6986,38877.552599999995
大工业用电,2021-05-27,115759.4046,77312.8134,38446.591199999995
大工业用电,2021-05-28,114235.3536,82217.829,32017.524600000004
大工业用电,2021-05-29,111761.0418,82971.5442,28789.497600000002
大工业用电,2021-05-30,113472.9684,81442.7934,32030.175000000003
大工业用电,2021-05-31,110488.3278,79503.1176,30985.2102
大工业用电,2021-06-01,112082.3652,80809.6116,31272.753599999996
大工业用电,2021-06-02,117490.368,84615.7086,32874.659400000004
大工业用电,2021-06-03,115925.4708,93710.0274,22215.44339999999
大工业用电,2021-06-04,117920.1474,98894.778,19025.369399999996
大工业用电,2021-06-05,118492.8456,92684.8446,25808.001000000004
大工业用电,2021-06-06,114252.294,96552.6972,17699.5968
大工业用电,2021-06-07,123254.8758,101847.1164,21407.759399999995
大工业用电,2021-06-08,120023.145,96930.285,23092.86
大工业用电,2021-06-09,121435.6242,99032.2128,22403.41140000001
大工业用电,2021-06-10,122073.8082,98488.9746,23584.833599999998
大工业用电,2021-06-11,116309.7186,95552.0046,20757.713999999993
大工业用电,2021-06-12,113902.0656,93318.4038,20583.6618
大工业用电,2021-06-13,108156.8424,79994.9178,28161.9246
大工业用电,2021-06-14,100308.4254,53120.6556,47187.769799999995
大工业用电,2021-06-15,122022.3156,60346.5504,61675.7652
大工业用电,2021-06-16,128984.0976,98488.215,30495.882599999997
大工业用电,2021-06-17,125579.0376,97038.0558,28540.981799999994
大工业用电,2021-06-18,123932.757,97300.5396,26632.217399999994
大工业用电,2021-06-19,125658.2574,91478.7584,34179.498999999996
大工业用电,2021-06-20,113596.7226,85436.565,28160.15759999999
大工业用电,2021-06-21,120697.9482,90623.7552,30074.193
大工业用电,2021-06-22,123698.8032,93783.2652,29915.538
大工业用电,2021-06-23,120645.099,93605.5356,27039.5634
大工业用电,2021-06-24,120191.5038,83980.8486,36210.65520000001
大工业用电,2021-06-25,122373.42,85729.1676,36644.2524
大工业用电,2021-06-26,116462.5488,90147.1974,26315.3514
大工业用电,2021-06-27,108300.8466,84571.6392,23729.2074
大工业用电,2021-06-28,120505.503,90940.8906,29564.612399999998
大工业用电,2021-06-29,127264.1292,94785.1524,32478.97679999999
大工业用电,2021-06-30,115153.083,89997.2118,25155.871199999994
大工业用电,2021-07-01,110351.7642,88274.9226,22076.8416
大工业用电,2021-07-02,119546.5506,90661.5084,28885.042199999996
大工业用电,2021-07-03,122990.2632,92761.2864,30228.976800000004
大工业用电,2021-07-04,111144.4188,88900.3848,22244.034
大工业用电,2021-07-05,116664.5166,87714.4254,28950.09120000001
大工业用电,2021-07-06,120953.412,93724.9932,27228.4188
大工业用电,2021-07-07,126434.0916,95583.2526,30850.838999999993
大工业用电,2021-07-08,128415.8454,98566.6062,29849.23920000001
大工业用电,2021-07-09,123286.7112,94359.0348,28927.67640000001
大工业用电,2021-07-10,121649.6574,92895.3666,28754.290800000002
大工业用电,2021-07-11,108759.9198,82566.15299999999,26193.766800000012
大工业用电,2021-07-12,122974.5744,92252.3532,30722.2212
大工业用电,2021-07-13,127426.5042,97842.627,29583.877200000003
大工业用电,2021-07-14,127363.9728,94867.4814,32496.4914
大工业用电,2021-07-15,123512.8392,91937.1414,31575.69780000001
大工业用电,2021-07-16,116926.41,89307.8304,27618.579599999997
大工业用电,2021-07-17,116214.183,86549.2794,29664.903600000005
大工业用电,2021-07-18,105033.9414,80380.3554,24653.585999999996
大工业用电,2021-07-19,115643.2278,89106.0678,26537.15999999999
大工业用电,2021-07-20,125545.6878,90437.8518,35107.835999999996
大工业用电,2021-07-21,116902.038,92935.4472,23966.590800000005
大工业用电,2021-07-22,112539.1242,84188.0736,28351.050600000002
大工业用电,2021-07-23,112812.5484,76578.8952,36233.6532
大工业用电,2021-07-24,110385.8586,87296.784,23089.074600000007
大工业用电,2021-07-25,98794.5048,77801.466,20993.038799999995
大工业用电,2021-07-26,100516.6074,80047.14,20469.467399999994
大工业用电,2021-07-27,102249.4356,85280.4828,16968.9528
大工业用电,2021-07-28,105702.3792,77374.7292,28327.649999999994
大工业用电,2021-07-29,106409.4258,82359.15,24050.275800000003
大工业用电,2021-07-30,103972.284,82999.9908,20972.2932
大工业用电,2021-07-31,101897.0694,74296.614,27600.45539999999
大工业用电,2021-08-01,93899.6364,68894.8692,25004.767200000002
大工业用电,2021-08-02,107846.25,64462.5864,43383.6636
大工业用电,2021-08-03,110459.6562,78468.8932,31990.76299999999
大工业用电,2021-08-04,114175.602,80315.056,33860.546
大工业用电,2021-08-05,111748.3644,80527.8552,31220.5092
大工业用电,2021-08-06,112697.4138,75492.375,37205.038799999995
大工业用电,2021-08-07,109202.424,76014.6252,33187.798800000004
大工业用电,2021-08-08,97539.531,69557.1282,27982.402799999996
大工业用电,2021-08-09,105458.4366,1359.714,104098.72260000001
大工业用电,2021-08-10,107031.552,77671.9722,29359.579799999992
大工业用电,2021-08-11,107449.6836,75082.9398,32366.74380000001
大工业用电,2021-08-12,111746.1876,80566.7958,31179.391799999998
大工业用电,2021-08-13,110836.1286,76735.3662,34100.76239999999
大工业用电,2021-08-14,105264.8946,76869.57,28395.324599999993
大工业用电,2021-08-15,96921.4992,67583.3286,29338.170600000012
大工业用电,2021-08-16,105070.6878,78837.6114,26233.076400000005
大工业用电,2021-08-17,108969.6882,82274.6022,26695.08600000001
大工业用电,2021-08-18,106800.381,79368.7974,27431.583599999998
大工业用电,2021-08-19,108722.0748,80112.0294,28610.045400000003
大工业用电,2021-08-20,103599.9762,75960.3624,27639.613800000006
大工业用电,2021-08-21,100231.5336,75788.1582,24443.37539999999
大工业用电,2021-08-22,96161.7888,73766.3016,22395.48719999999
大工业用电,2021-08-23,97736.9742,79301.5164,18435.457800000004
大工业用电,2021-08-24,100631.8902,81454.1934,19177.69679999999
大工业用电,2021-08-25,100389.7434,80168.85,20220.8934
大工业用电,2021-08-26,99205.5456,76555.1688,22650.3768
大工业用电,2021-08-27,102950.532,77916.3834,25034.1486
大工业用电,2021-08-28,107493.4824,82662.102,24831.380399999995
大工业用电,2021-08-29,98528.982,74703.2514,23825.73060000001
大工业用电,2021-08-30,106633.8348,79252.9464,27380.888399999996
大工业用电,2021-08-31,101834.844,74755.6662,27079.17779999999
非普工业,2019-10-10,2621.3316,892.5384,1728.7932
非普工业,2019-10-11,2669.0172,978.3816,1690.6355999999996
非普工业,2019-10-12,2632.9704,1020.0588,1612.9116000000001
非普工业,2019-10-13,1810.2156,965.6964,844.5192
非普工业,2019-10-14,2522.4576,943.8792,1578.5784000000003
非普工业,2019-10-15,2547.534,969.5412,1577.9928
非普工业,2019-10-16,2281.4472,864.7860000000002,1416.6612
非普工业,2019-10-17,2250.7188,861.5748,1389.1440000000002
非普工业,2019-10-18,2021.9556,842.7576,1179.1979999999999
非普工业,2019-10-19,1603.122,830.6784,772.4436000000001
非普工业,2019-10-20,1572.9312,831.1956,741.7356
非普工业,2019-10-21,2236.6104,852.6804,1383.93
非普工业,2019-10-22,2110.0848,849.2664,1260.8184
非普工业,2019-10-23,2228.3592,843.8580000000002,1384.5011999999997
非普工业,2019-10-24,2182.4424,848.91,1333.5324
非普工业,2019-10-25,2176.9032,833.07,1343.8332
非普工业,2019-10-26,1633.266,815.1084,818.1576000000001
非普工业,2019-10-27,1445.37,782.8716,662.4984
非普工业,2019-10-28,2075.7648,738.6672,1337.0976
非普工业,2019-10-29,1705.2348,684.204,1021.0308
非普工业,2019-10-30,1856.2896,735.0336,1121.256
非普工业,2019-10-31,1900.5336,682.2624,1218.2712000000001
非普工业,2019-11-01,1923.9336,688.1532,1235.7804
非普工业,2019-11-02,1574.388,800.082,774.3059999999999
非普工业,2019-11-03,1599.9984,539.9652,1060.0331999999999
非普工业,2019-11-04,1971.9636,755.4516,1216.5120000000002
非普工业,2019-11-05,1871.2008,695.442,1175.7588
非普工业,2019-11-06,1925.4288,718.9188,1206.5099999999998
非普工业,2019-11-07,1909.1424,706.6524,1202.49
非普工业,2019-11-08,1809.5796,706.5672,1103.0124
非普工业,2019-11-09,1435.5479999999998,-10.944,1446.4919999999997
非普工业,2019-11-10,1384.2984,705.1152,679.1831999999999
非普工业,2019-11-11,1869.9264,702.9252,1167.0012000000002
非普工业,2019-11-12,2044.2636,759.1692,1285.0944
非普工业,2019-11-13,2045.2308,814.0764,1231.1544
非普工业,2019-11-14,1868.1972,714.5148,1153.6824000000001
非普工业,2019-11-15,1882.8204,691.59,1191.2304
非普工业,2019-11-16,1428.4979999999996,781.3488,647.1491999999996
非普工业,2019-11-17,1510.1952,726.1224,784.0728000000001
非普工业,2019-11-18,2011.9824,748.6968,1263.2856000000002
非普工业,2019-11-19,1684.0932,657.6768,1026.4164
非普工业,2019-11-20,1759.6728,664.5768,1095.096
非普工业,2019-11-21,1731.876,683.85,1048.0259999999998
非普工业,2019-11-22,1754.6928,664.1088,1090.584
非普工业,2019-11-23,1418.2416,683.6352,734.6064
非普工业,2019-11-24,1437.7176,723.1704,714.5472
非普工业,2019-11-25,1956.3216,772.5144,1183.8072
非普工业,2019-11-26,1858.704,702.372,1156.3319999999999
非普工业,2019-11-27,1845.9672,702.438,1143.5292
非普工业,2019-11-28,1778.7804,647.1588,1131.6216
非普工业,2019-11-29,1764.3312,637.4328,1126.8984
非普工业,2019-11-30,1257.1116,667.5924,589.5192
非普工业,2019-12-01,1311.6,655.2996,656.3003999999999
非普工业,2019-12-02,1714.0488,407.2428,1306.806
非普工业,2019-12-03,1724.3352,651.8616,1072.4736
非普工业,2019-12-04,1820.2668,629.0628,1191.2040000000002
非普工业,2019-12-05,1748.586,649.2552,1099.3308000000002
非普工业,2019-12-06,1689.2244,636.1416,1053.0828000000001
非普工业,2019-12-07,1184.682,629.004,555.678
非普工业,2019-12-08,1328.2944,596.6952,731.5992
非普工业,2019-12-09,1797.6024,614.5152,1183.0872
非普工业,2019-12-10,1778.91,680.0292,1098.8808000000001
非普工业,2019-12-11,1717.4148,651.5904,1065.8244
非普工业,2019-12-12,1677.0744,660.5928,1016.4816
非普工业,2019-12-13,1874.034,658.8516,1215.1824000000001
非普工业,2019-12-14,1321.3404,651.4152,669.9252
非普工业,2019-12-15,1321.1952,658.5636,662.6316000000002
非普工业,2019-12-16,1973.3412,691.08,1282.2612
非普工业,2019-12-17,1962.4524,788.0496,1174.4027999999998
非普工业,2019-12-18,1987.1904,796.5012,1190.6891999999998
非普工业,2019-12-19,1923.0912,712.914,1210.1772
非普工业,2019-12-20,1838.4432,678.5916,1159.8516
非普工业,2019-12-21,1271.4684,647.076,624.3924
非普工业,2019-12-22,1238.3712,634.368,604.0032
非普工业,2019-12-23,1778.7720000000004,658.554,1120.2180000000003
非普工业,2019-12-24,1904.9172,697.5156,1207.4016000000001
非普工业,2019-12-25,1899.672,672.0588,1227.6132
非普工业,2019-12-26,1867.6212,665.4804,1202.1408000000001
非普工业,2019-12-27,1721.5896,659.3064,1062.2831999999999
非普工业,2019-12-28,1265.1828,648.2568,616.926
非普工业,2019-12-29,1333.8852,649.716,684.1691999999999
非普工业,2019-12-30,1930.284,655.74,1274.544
非普工业,2019-12-31,1877.6856,688.2924,1189.3932
非普工业,2020-01-01,1243.1964,654.6024,588.594
非普工业,2020-01-02,1790.1048,663.7908,1126.314
非普工业,2020-01-03,1779.6324,692.2044,1087.4279999999999
非普工业,2020-01-04,1311.5892,374.5848,937.0043999999999
非普工业,2020-01-05,1303.4364,648.5304,654.9060000000001
非普工业,2020-01-06,1855.1112,645.2064,1209.9048
非普工业,2020-01-07,1898.3916,653.5416,1244.85
非普工业,2020-01-08,1770.1056,664.3752,1105.7304000000001
非普工业,2020-01-09,1738.7712,535.8324,1202.9388
非普工业,2020-01-10,1735.59,659.6184,1075.9715999999999
非普工业,2020-01-11,1308.0228,647.136,660.8868
非普工业,2020-01-12,1086.0036,487.3824,598.6212
非普工业,2020-01-13,1582.8348,622.8468,959.988
非普工业,2020-01-14,1622.3304,658.1604,964.1700000000001
非普工业,2020-01-15,1576.6632,662.7792,913.884
非普工业,2020-01-16,1629.336,640.3068,989.0292000000001
非普工业,2020-01-17,1506.078,625.8792,880.1988
非普工业,2020-01-18,1038.4536,518.22,520.2336
非普工业,2020-01-19,1217.1936,571.5216,645.672
非普工业,2020-01-20,1081.4844,597.5832,483.9012
非普工业,2020-01-21,1113.7368,562.6284,551.1083999999998
非普工业,2020-01-22,1079.5716,584.0688,495.5028
非普工业,2020-01-23,1039.3416,516.8232,522.5183999999999
非普工业,2020-01-24,865.6368,511.29,354.3468
非普工业,2020-01-25,819.0636,572.0664,246.9971999999999
非普工业,2020-01-26,726.5880000000002,329.6604,396.9276000000002
非普工业,2020-01-27,780.2928,268.4772,511.8156000000001
非普工业,2020-01-28,724.8528,191.2452,533.6076
非普工业,2020-01-29,732.5796,208.1472,524.4324
非普工业,2020-01-30,856.8276,199.8384,656.9892
非普工业,2020-01-31,823.86,240.2424,583.6176
非普工业,2020-02-01,797.0112,279.7164,517.2948
非普工业,2020-02-02,784.44,428.2128,356.22720000000004
非普工业,2020-02-03,945.1104,547.1844,397.92600000000004
非普工业,2020-02-04,877.7112,558.0804,319.6307999999999
非普工业,2020-02-05,905.1336,582.774,322.3596
非普工业,2020-02-06,888.9228,488.364,400.5588000000001
非普工业,2020-02-07,915.3288,575.1696,340.15920000000006
非普工业,2020-02-08,820.2588,352.5996,467.65919999999994
非普工业,2020-02-09,966.8184,421.8084,545.01
非普工业,2020-02-10,1045.2684,702.6419999999998,342.6264000000001
非普工业,2020-02-11,1039.8468,700.0512,339.79560000000004
非普工业,2020-02-12,1070.8356,180.68400000000003,890.1516000000001
非普工业,2020-02-13,1144.3332,720.738,423.5952
非普工业,2020-02-14,1234.8336,610.9104,623.9232
非普工业,2020-02-15,1161.0996,605.886,555.2136
非普工业,2020-02-16,1093.4616,733.992,359.4696000000001
非普工业,2020-02-17,1012.386,488.2596,524.1264
非普工业,2020-02-18,1044.534,542.5524,501.98160000000007
非普工业,2020-02-19,1172.4384,589.4892,582.9492
非普工业,2020-02-20,1132.0512,573.336,558.7152000000001
非普工业,2020-02-21,1084.842,581.8476,502.99440000000004
非普工业,2020-02-22,1075.956,536.9892,538.9667999999999
非普工业,2020-02-23,1142.3016,560.0652,582.2364
非普工业,2020-02-24,1246.8972,625.1496,621.7476000000001
非普工业,2020-02-25,1267.7412,622.4916,645.2496
非普工业,2020-02-26,1319.8512,799.0884,520.7628000000001
非普工业,2020-02-27,1373.7384,743.5992,630.1392
非普工业,2020-02-28,1451.7528,788.4204,663.3324
非普工业,2020-02-29,1268.3244,694.5816,573.7428
非普工业,2020-03-01,1307.1444,804.6168,502.5275999999999
非普工业,2020-03-02,1814.6856,826.6068,988.0788
非普工业,2020-03-03,1915.3176,777.816,1137.5016
非普工业,2020-03-04,1943.8188,777.6504,1166.1684
非普工业,2020-03-05,1519.1904,764.7288,754.4616
非普工业,2020-03-06,1620.5688,769.638,850.9308
非普工业,2020-03-07,1407.1584,796.5756,610.5828
非普工业,2020-03-08,1597.638,801.0216,796.6163999999999
非普工业,2020-03-09,1985.3568,823.6032,1161.7536
非普工业,2020-03-10,1660.5768,785.3736,875.2032
非普工业,2020-03-11,1987.902,858.96,1128.942
非普工业,2020-03-12,1756.632,867.5136,889.1184000000001
非普工业,2020-03-13,2226.1788,934.6056,1291.5732000000003
非普工业,2020-03-14,1547.5296,775.9704,771.5592
非普工业,2020-03-15,1446.4548,874.314,572.1408
非普工业,2020-03-16,1653.2772,896.568,756.7092
非普工业,2020-03-17,1799.4828,912.6756,886.8072
非普工业,2020-03-18,1710.6624,931.9332,778.7291999999999
非普工业,2020-03-19,1948.7196,903.7956,1044.924
非普工业,2020-03-20,1785.8316,769.3824,1016.4492
非普工业,2020-03-21,1673.922,985.5492,688.3728
非普工业,2020-03-22,1645.0452,995.718,649.3272000000001
非普工业,2020-03-23,1926.4392,1030.23,896.2092
非普工业,2020-03-24,1947.204,1056.7764,890.4276
非普工业,2020-03-25,1987.6584,1036.806,950.8524
非普工业,2020-03-26,2323.1196,1046.6652,1276.4544
非普工业,2020-03-27,2500.3896,1145.4036,1354.9859999999999
非普工业,2020-03-28,1546.7520000000004,953.85,592.9020000000004
非普工业,2020-03-29,1579.4244,852.2832,727.1412000000001
非普工业,2020-03-30,1734.5916,782.6292,951.9624
非普工业,2020-03-31,1778.7756,853.8708,924.9047999999999
非普工业,2020-04-01,1916.1852,972.864,943.3211999999999
非普工业,2020-04-02,1991.8596,952.7328,1039.1268
非普工业,2020-04-03,1982.0484,955.2876,1026.7608
非普工业,2020-04-04,1687.4796,738.618,948.8615999999998
非普工业,2020-04-05,1508.9856,1013.982,495.0036
非普工业,2020-04-06,1643.8152,960.3828,683.4324
非普工业,2020-04-07,1842.0792,998.0052,844.074
非普工业,2020-04-08,1827.5004,1013.3148,814.1855999999999
非普工业,2020-04-09,1773.2868,872.6532,900.6336000000001
非普工业,2020-04-10,1771.2696,982.8312,788.4384000000001
非普工业,2020-04-11,1833.0792,1122.1596,710.9196
非普工业,2020-04-12,1451.0772,536.0796,914.9975999999999
非普工业,2020-04-13,1801.1544,644.4252,1156.7291999999998
非普工业,2020-04-14,2099.4216,985.5156,1113.9060000000002
非普工业,2020-04-15,1805.3172,847.6812,957.636
非普工业,2020-04-16,1970.4864,926.802,1043.6844
非普工业,2020-04-17,2150.2032,1152.1176,998.0855999999999
非普工业,2020-04-18,1944.0084,1210.5564,733.452
非普工业,2020-04-19,1977.414,1204.1628,773.2511999999999
非普工业,2020-04-20,2479.8432,1341.4764,1138.3667999999998
非普工业,2020-04-21,2684.3796,1383.3888,1300.9908000000003
非普工业,2020-04-22,2259.9072,1279.3632,980.5440000000001
非普工业,2020-04-23,2305.3284,1078.4076,1226.9207999999999
非普工业,2020-04-24,1954.8288,1104.0444,850.7844
非普工业,2020-04-25,1795.422,856.83,938.592
非普工业,2020-04-26,1903.9428,1010.4948,893.448
非普工业,2020-04-27,2113.7088,1142.142,971.5667999999998
非普工业,2020-04-28,2263.8588,1235.0724,1028.7864
非普工业,2020-04-29,2220.0756,1150.5408,1069.5348000000001
非普工业,2020-04-30,2550.186,1341.1572,1209.0288
非普工业,2020-05-01,2068.1388,1332.6276,735.5112000000001
非普工业,2020-05-02,2151.3012,1385.2872,766.0139999999999
非普工业,2020-05-03,2300.5164,1425.4428,875.0735999999999
非普工业,2020-05-04,2736.5652,1588.7004,1147.8648
非普工业,2020-05-05,2859.3096,1608.7379999999996,1250.5716000000004
非普工业,2020-05-06,3562.0692,1856.5872,1705.482
非普工业,2020-05-07,3627.2364,1738.7496,1888.4867999999997
非普工业,2020-05-08,3970.8276,1895.5368,2075.2907999999998
非普工业,2020-05-09,3642.4116,1740.5916,1901.82
非普工业,2020-05-10,2972.1492,1750.2672,1221.8819999999998
非普工业,2020-05-11,3593.6448,1592.9472,2000.6976
非普工业,2020-05-12,3366.8964,1526.1972,1840.6992
非普工业,2020-05-13,3573.312,1552.4052,2020.9068
非普工业,2020-05-14,3485.8752,1543.7412,1942.134
非普工业,2020-05-15,3528.2316,1596.9779999999996,1931.2536000000005
非普工业,2020-05-16,2834.5104,1615.0356,1219.4748000000002
非普工业,2020-05-17,2788.6848,1269.6384,1519.0464
非普工业,2020-05-18,3542.3988,1291.2756,2251.1232
非普工业,2020-05-19,3465.3756,1155.4716,2309.9039999999995
非普工业,2020-05-20,3757.4496,1598.5428,2158.9067999999997
非普工业,2020-05-21,3837.5988,1607.9532,2229.6456000000003
非普工业,2020-05-22,3734.5224,1702.5876,2031.9347999999998
非普工业,2020-05-23,2788.5756,1200.6048,1587.9708
非普工业,2020-05-24,2646.9144,1531.5972,1115.3172000000002
非普工业,2020-05-25,3727.5408,1561.8804,2165.6604
非普工业,2020-05-26,3799.5084,1670.1072,2129.4012000000002
非普工业,2020-05-27,3610.062,1591.3848,2018.6771999999999
非普工业,2020-05-28,3555.5832,1498.0572,2057.526
非普工业,2020-05-29,3680.25,1653.2292,2027.0208
非普工业,2020-05-30,2897.1,1613.1492,1283.9507999999998
非普工业,2020-05-31,2899.2864,1575.1992,1324.0872
非普工业,2020-06-01,3768.1008,1571.7432,2196.3576000000003
非普工业,2020-06-02,3795.42,1521.624,2273.7960000000003
非普工业,2020-06-03,3725.9208,1544.4648,2181.456
非普工业,2020-06-04,3776.5428,1658.4792,2118.0636000000004
非普工业,2020-06-05,4073.3748,1668.8964,2404.4784
非普工业,2020-06-06,2919.918,1592.5596,1327.3584
非普工业,2020-06-07,2808.5796,1529.3268,1279.2528
非普工业,2020-06-08,3793.6104,1603.4508,2190.1596
非普工业,2020-06-09,4041.3396,1689.6636,2351.6759999999995
非普工业,2020-06-10,3745.0104,1537.8432,2207.1672
非普工业,2020-06-11,3692.958,1714.7412,1978.2168000000001
非普工业,2020-06-12,3728.2968,1706.562,2021.7348000000002
非普工业,2020-06-13,3139.9968,1721.886,1418.1108
非普工业,2020-06-14,2804.2026,1690.2648,1113.9378000000002
非普工业,2020-06-15,3766.3764,1608.609,2157.7674
非普工业,2020-06-16,3876.0846,1634.2104,2241.8742
非普工业,2020-06-17,4084.251,1647.0264,2437.2246000000005
非普工业,2020-06-18,4080.3894,1647.2826,2433.1068
非普工业,2020-06-19,4216.6188,1345.365,2871.2538000000004
非普工业,2020-06-20,3031.9746,1735.1004,1296.8742
非普工业,2020-06-21,3047.3712,1691.7084,1355.6628
非普工业,2020-06-22,4167.7806,1803.6612,2364.1194
非普工业,2020-06-23,4284.4974,1858.086,2426.4114
非普工业,2020-06-24,4289.5626,1857.7962,2431.7664000000004
非普工业,2020-06-25,2775.9948,1759.9206,1016.0742
非普工业,2020-06-26,2816.313,1672.9776,1143.3354000000002
非普工业,2020-06-27,2982.0036,1762.3326,1219.671
非普工业,2020-06-28,4106.004,1747.1208,2358.8832
非普工业,2020-06-29,4054.98,1369.2852,2685.6948
非普工业,2020-06-30,4188.8688,1713.63,2475.2388
非普工业,2020-07-01,4328.367,1836.4044,2491.9626000000003
非普工业,2020-07-02,4182.2682,1769.3339999999996,2412.9342000000006
非普工业,2020-07-03,4179.5646,23.544,4156.0206
非普工业,2020-07-04,3080.5464,1242.0468,1838.4996
非普工业,2020-07-05,2856.7584,1506.2094,1350.5490000000002
非普工业,2020-07-06,4024.5486,1629.5448,2395.0038000000004
非普工业,2020-07-07,4065.4362,1675.5120000000004,2389.9241999999995
非普工业,2020-07-08,4077.2442,1585.6368,2491.6074
非普工业,2020-07-09,4203.1866,1531.5534,2671.6332
非普工业,2020-07-10,4328.5794,1390.1334,2938.446
非普工业,2020-07-11,3270.1026,1422.5544,1847.5482000000002
非普工业,2020-07-12,2839.9956,1174.8948,1665.1008000000002
非普工业,2020-07-13,4156.3716,1419.0174,2737.3542000000007
非普工业,2020-07-14,4173.6042,1540.5714,2633.0328
非普工业,2020-07-15,4332.920999999999,1846.2684,2486.6525999999994
非普工业,2020-07-16,4216.3728,1845.882,2370.4908
非普工业,2020-07-17,4213.8972,1425.5856,2788.3116
非普工业,2020-07-18,3153.7224,1712.5218,1441.2006000000001
非普工业,2020-07-19,3024.3972,1559.4228,1464.9743999999998
非普工业,2020-07-20,3978.9312,1386.5346,2592.3966
非普工业,2020-07-21,3967.542,1406.256,2561.286
非普工业,2020-07-22,3740.1612,1393.6314,2346.5298000000003
非普工业,2020-07-23,3619.8432,1478.9862,2140.857
非普工业,2020-07-24,3685.2498,1459.6842,2225.5656
非普工业,2020-07-25,3096.6054,1581.1758,1515.4296
非普工业,2020-07-26,3108.4536,1714.9326,1393.5209999999997
非普工业,2020-07-27,3925.395,1521.5544,2403.8406
非普工业,2020-07-28,3886.785,1329.561,2557.224
非普工业,2020-07-29,3952.9902,1629.0558,2323.9344
非普工业,2020-07-30,3733.7418,1506.1938,2227.548
非普工业,2020-07-31,4063.3302,1301.2902,2762.04
非普工业,2020-08-01,2993.3214,982.9374,2010.3839999999998
非普工业,2020-08-02,2568.1626,1127.2428,1440.9198000000001
非普工业,2020-08-03,3378.5112,1106.4168,2272.0944
非普工业,2020-08-04,3489.0606,1277.241,2211.8196
非普工业,2020-08-05,3390.6894,1309.7214,2080.9680000000003
非普工业,2020-08-06,3355.884,1172.9958,2182.8882000000003
非普工业,2020-08-07,3610.6854,1333.8696,2276.8158
非普工业,2020-08-08,2984.5104,1197.2364,1787.2740000000001
非普工业,2020-08-09,2703.0396,1398.9336,1304.106
非普工业,2020-08-10,3658.5798,1656.4968,2002.083
非普工业,2020-08-11,3886.0746,1435.6884,2450.3862
非普工业,2020-08-12,3589.176,1688.4492,1900.7268
非普工业,2020-08-13,3467.2482,1319.4948,2147.7534
非普工业,2020-08-14,3415.9992,1216.614,2199.3852
非普工业,2020-08-15,2944.8528,1548.726,1396.1268
非普工业,2020-08-16,2768.322,1532.388,1235.9340000000002
